&Title&URL&ID
0&Pielgrzymi u Piasta&https://www.zbiory.mnk.pl/upload/multimedia/e9/4d/e94d9db45c9030aa413bf1584676f40e.jpg&645346017614
1&Zielony Staw pod Kościelcem i Świnicą&https://www.zbiory.mnk.pl/upload/multimedia/f1/8e/f18ed24b29c8a2ed89202afb77df91ad.jpg&751891408416
2&Portret Johana Hausnera, sen.&https://www.zbiory.mnk.pl/upload/multimedia/7d/00/7d0081f3cc34b6f618332d7bb6cf3766.jpg&886072569975
3&Żuraw&https://www.zbiory.mnk.pl/upload/multimedia/66/c5/66c56ee5f914bd65f229ce92f78831f8.jpg&773881478778
4&Portret konny Jana III Sobieskiego (1629-1696), króla Polski&https://www.zbiory.mnk.pl/upload/multimedia/5d/82/5d8209d9f043caf3e49452f8922e5816.jpg&608003018842
5&Portret Kazimierza Brodzińskiego&https://www.zbiory.mnk.pl/upload/multimedia/9a/9e/9a9ee3043237eb0dafb685abb0e248db.jpg&868224177037
6&Portret Jana III Sobieskiego (1629-1696), króla Polski&https://www.zbiory.mnk.pl/upload/multimedia/eb/9a/eb9a343b9d712fba622a1c9d5a77408c.jpg&681064209179
7&Pokłon Trzech Króli&https://www.zbiory.mnk.pl/upload/multimedia/65/5a/655afe7f48355ef2b19485bf2f36dad5.jpg&902976747276
8&Kapliczka przydrożna&https://www.zbiory.mnk.pl/upload/multimedia/d9/86/d98634a7b9a37f521e2b2a5379abf257.jpg&34446606296
9&Staw w kopalni soli w Wieliczce&https://www.zbiory.mnk.pl/upload/multimedia/f2/8c/f28cb5c1ce758573495cec2fc6acfbc7.jpg&907149991314
10&Widok na zamek w Wiśniczu od strony kaplicy&https://www.zbiory.mnk.pl/upload/multimedia/97/b4/97b4d26b6e11066f4cae777b16ae7ab9.jpg&190166032598
11&Portret Heleny Cerchowej&https://www.zbiory.mnk.pl/upload/multimedia/92/00/9200ddc4af77cf1599cc6ab9d24d6cdf.jpg&83581206419
12&Portret Zyzemskiego&https://www.zbiory.mnk.pl/upload/multimedia/9a/60/9a60cf3e3e1aa8e139e7b41a9e0fd681.jpg&210255266020
13&Portret Innocentego XI (1611-1689), papieża&https://www.zbiory.mnk.pl/upload/multimedia/56/d0/56d0c1cb4cf3cc2ec4b7c48376988b60.jpg&588052351518
14&Wzgórza we mgle&https://www.zbiory.mnk.pl/upload/multimedia/db/eb/dbeb56c7cbd10677865c0d2314cd14d7.jpg&410699639108
15&Portret Tadeusza Kościuszki&https://www.zbiory.mnk.pl/upload/multimedia/9d/b1/9db126a510eef0c1899ffe2e2b3c2241.jpg&546321858470
16&Ofiara westalki&https://www.zbiory.mnk.pl/upload/multimedia/7e/f8/7ef87757669986c1ef9c0a17e1d73ebe.jpg&563901099888
